,word,sent,order,search_word,relation
36,goldfish,carp is related to goldfish.,1,goldfish,RelatedTo
37,stingray,Dasyatidae is a translation of stingray.,1,stingray,Synonym
38,stingray,ikan pari is a translation of stingray.,1,stingray,Synonym
39,stingray,stingray is a type of ray.,1,stingray,IsA
40,stingray,raia is a translation of stingray.,1,stingray,Synonym
41,stingray,bastanga is a translation of stingray.,1,stingray,Synonym
42,stingray,pastenague is a translation of stingray.,1,stingray,Synonym
43,stingray,torpedine is a translation of stingray.,1,stingray,Synonym
44,stingray,roughtail stingray is a type of stingray.,1,stingray,IsA
45,stingray,arraia is a translation of stingray.,1,stingray,Synonym
46,stingray,ikan pari is a translation of stingray.,1,stingray,Synonym
47,stingray,butterfly ray is a type of stingray.,1,stingray,IsA
48,stingray,raie is a translation of stingray.,1,stingray,Synonym
49,stingray,a stingray is a flat fish.,1,stingray,IsA
50,rooster,chicken is related to rooster.,1,rooster,RelatedTo
51,rooster,chick is related to rooster.,1,rooster,RelatedTo
52,rooster,a rooster is a chicken.,1,rooster,IsA
53,rooster,rooster is a synonym of cock.,1,rooster,Synonym
54,rooster,A rooster is a male chicken.,1,rooster,IsA
55,rooster,a rooster has a comb.,1,rooster,HasA
56,rooster,A rooster can service a hen.,1,rooster,CapableOf
57,rooster,A rooster can service the hen house.,1,rooster,CapableOf
58,rooster,A rooster can be a pet.,1,rooster,CapableOf
59,rooster,A rooster can father many chicks.,1,rooster,CapableOf
60,rooster,A rooster can welcome the dawn.,1,rooster,CapableOf
61,rooster,A rooster can father chicks.,1,rooster,CapableOf
62,rooster,A rooster can crow.,1,rooster,CapableOf
63,rooster,A rooster can rule the roost.,1,rooster,CapableOf
64,rooster,chicken is not rooster.,1,rooster,DistinctFrom
65,rooster,chicken is the opposite of rooster.,1,rooster,Antonym
66,rooster,chick is the opposite of rooster.,1,rooster,Antonym
67,rooster,early is related to rooster.,1,rooster,RelatedTo
68,rooster,morning is related to rooster.,1,rooster,RelatedTo
69,rooster,hen is related to rooster.,1,rooster,RelatedTo
70,rooster,cock is related to rooster.,1,rooster,RelatedTo
71,hen,chicken is related to hen.,1,hen,RelatedTo
72,hen,chick is related to hen.,1,hen,RelatedTo
73,hen,egg is related to hen.,1,hen,RelatedTo
74,hen,A hen can mother her chicks.,1,hen,CapableOf
75,hen,a hen is a chicken.,1,hen,IsA
76,hen,gallina is a translation of hen.,1,hen,Synonym
77,hen,ocell femella is a translation of hen.,1,hen,Synonym
78,hen,layer is a type of hen.,1,hen,IsA
79,hen,hen is a type of female.,1,hen,IsA
80,hen,gallina is a translation of hen.,1,hen,Synonym
81,hen,galinha is a translation of hen.,1,hen,Synonym
82,hen,ayam betina is a translation of hen.,1,hen,Synonym
83,hen,naaraslintu is a translation of hen.,1,hen,Synonym
84,hen,pullet is a type of hen.,1,hen,IsA
85,hen,cocca is a translation of hen.,1,hen,Synonym
86,hen,hen is a type of chicken.,1,hen,IsA
87,hen,brood hen is a type of hen.,1,hen,IsA
88,hen,poule is a translation of hen.,1,hen,Synonym
89,hen,poulet is a translation of hen.,1,hen,Synonym
90,hen,poule is a translation of hen.,1,hen,Synonym
91,hen,kananen is a translation of hen.,1,hen,Synonym
92,hen,ayam betina is a translation of hen.,1,hen,Synonym
93,hen,gallina is a translation of hen.,1,hen,Synonym
94,hen,ayam betina is a translation of hen.,1,hen,Synonym
95,hen,oilo is a translation of hen.,1,hen,Synonym
96,hen,betina is a translation of hen.,1,hen,Synonym
97,hen,kana is a translation of hen.,1,hen,Synonym
98,hen,cackler is a type of hen.,1,hen,IsA
99,hen,pollo is a translation of hen.,1,hen,Synonym
100,hen,oilo is a translation of hen.,1,hen,Synonym
101,hen,gallina is a translation of hen.,1,hen,Synonym
102,hen,ayam is a translation of hen.,1,hen,Synonym
103,hen,galinha is a translation of hen.,1,hen,Synonym
104,hen,hen is a type of bird.,1,hen,IsA
105,hen,ayam is a translation of hen.,1,hen,Synonym
106,hen,hen is a type of chicken.,1,hen,IsA
107,hen,hewan air betina is a translation of hen.,1,hen,Synonym
108,hen,ayam betina is a translation of hen.,1,hen,Synonym
109,hen,kana is a translation of hen.,1,hen,Synonym
110,hen,mother hen is a type of hen.,1,hen,IsA
111,hen,betina is a translation of hen.,1,hen,Synonym
112,hen,gallina is a translation of hen.,1,hen,Synonym
113,hen,biddy is a synonym of hen.,1,hen,Synonym
114,hen,hen is related to chicken.,1,hen,RelatedTo
115,hen,hen is related to female.,1,hen,RelatedTo
116,hen,A hen can guard her chicks.,1,hen,CapableOf
117,hen,a hen wants bread crumbs.,1,hen,Desires
118,hen,A hen can lay a dozen eggs.,1,hen,CapableOf
119,hen,A hen can produce eggs.,1,hen,CapableOf
120,hen,hen is related to female chicken.,1,hen,RelatedTo
121,hen,hen is related to bird.,1,hen,RelatedTo
122,hen,duck is related to hen.,1,hen,RelatedTo
123,hen,hen is related to eggs.,1,hen,RelatedTo
124,hen,lay is related to hen.,1,hen,RelatedTo
125,hen,hen is related to egg.,1,hen,RelatedTo
126,hen,fox is related to hen.,1,hen,RelatedTo
127,hen,hen is related to layer.,1,hen,RelatedTo
128,hen,hen is related to egg layer.,1,hen,RelatedTo
129,hen,chicken is not hen.,1,hen,DistinctFrom
130,hen,chick is the opposite of hen.,1,hen,Antonym
131,hen,hen is related to female bird.,1,hen,RelatedTo
132,hen,hen is related to farms.,1,hen,RelatedTo
133,hen,hen is related to male chicken.,1,hen,RelatedTo
134,hen,hen is related to male.,1,hen,RelatedTo
135,hen,hen is related to girl chicken.,1,hen,RelatedTo
136,hen,hen is related to girl.,1,hen,RelatedTo
137,hen,chicken is the opposite of hen.,1,hen,Antonym
138,hen,hen is related to laying.,1,hen,RelatedTo
139,hen,hen is related to laying eggs.,1,hen,RelatedTo
140,hen,hen is related to rooster.,1,hen,RelatedTo
141,hen,hen is related to female rooster.,1,hen,RelatedTo
142,ostrich,An ostrich is a kind of bird.,1,ostrich,IsA
143,ostrich,struzzo is a translation of ostrich.,1,ostrich,Synonym
144,ostrich,ostrich is a type of person.,1,ostrich,IsA
145,ostrich,avestruz is a translation of ostrich.,1,ostrich,Synonym
146,ostrich,struthio camelus is a translation of ostrich.,1,ostrich,Synonym
147,ostrich,burung kasuari is a translation of ostrich.,1,ostrich,Synonym
148,ostrich,Struthio camelus is a translation of ostrich.,1,ostrich,Synonym
149,ostrich,avestruz is a translation of ostrich.,1,ostrich,Synonym
150,ostrich,ostruka is a translation of ostrich.,1,ostrich,Synonym
151,ostrich,burung kasuari is a translation of ostrich.,1,ostrich,Synonym
152,ostrich,burung unta is a translation of ostrich.,1,ostrich,Synonym
153,ostrich,kasuari is a translation of ostrich.,1,ostrich,Synonym
154,ostrich,burung unta is a translation of ostrich.,1,ostrich,Synonym
155,ostrich,Struthio camelus is a synonym of ostrich.,1,ostrich,Synonym
156,ostrich,burung unta is a translation of ostrich.,1,ostrich,Synonym
157,ostrich,strutsi is a translation of ostrich.,1,ostrich,Synonym
158,ostrich,autruche is a translation of ostrich.,1,ostrich,Synonym
159,ostrich,struthio camelus is a translation of ostrich.,1,ostrich,Synonym
160,ostrich,kasuari is a translation of ostrich.,1,ostrich,Synonym
161,ostrich,burung unta is a translation of ostrich.,1,ostrich,Synonym
162,ostrich,autruche is a translation of ostrich.,1,ostrich,Synonym
163,ostrich,ostrich is a type of ratite.,1,ostrich,IsA
164,ostrich,An ostrich is a animal.,1,ostrich,IsA
165,ostrich,An activity an ostrich can do is lay an egg.,1,ostrich,CapableOf
166,brambling,fringilla montifringilla is a translation of brambling.,1,brambling,Synonym
167,brambling,sordone is a translation of brambling.,1,brambling,Synonym
168,brambling,fringuello montanaro is a translation of brambling.,1,brambling,Synonym
169,brambling,Fringilla montifringilla is a translation of brambling.,1,brambling,Synonym
170,brambling,Fringilla montifringilla is a synonym of brambling.,1,brambling,Synonym
171,brambling,pinson du nord is a translation of brambling.,1,brambling,Synonym
172,brambling,Fringilla montifringilla is a translation of brambling.,1,brambling,Synonym
173,brambling,brambling is a type of finch.,1,brambling,IsA
174,brambling,peppola is a translation of brambling.,1,brambling,Synonym
175,goldfinch,pintasilgo is a translation of goldfinch.,1,goldfinch,Synonym
176,goldfinch,cadernera is a translation of goldfinch.,1,goldfinch,Synonym
177,goldfinch,carduelis carduelis is a translation of goldfinch.,1,goldfinch,Synonym
178,goldfinch,goldfinch is a synonym of New world goldfinch.,1,goldfinch,Synonym
179,goldfinch,tikli is a translation of goldfinch.,1,goldfinch,Synonym
180,goldfinch,Carduelis carduelis is a translation of goldfinch.,1,goldfinch,Synonym
181,goldfinch,Carduelis carduelis is a translation of goldfinch.,1,goldfinch,Synonym
182,goldfinch,goldfinch is a type of finch.,1,goldfinch,IsA
183,goldfinch,cardellino is a translation of goldfinch.,1,goldfinch,Synonym
184,goldfinch,cardello is a translation of goldfinch.,1,goldfinch,Synonym
185,goldfinch,Carduelis carduelis is a synonym of goldfinch.,1,goldfinch,Synonym
186,goldfinch,karnaba is a translation of goldfinch.,1,goldfinch,Synonym
187,goldfinch,chardonneret is a translation of goldfinch.,1,goldfinch,Synonym
188,junco,junco is a type of finch.,1,junco,IsA
189,junco,junco is a translation of junco.,1,junco,Synonym
190,junco,snowbird is a synonym of junco.,1,junco,Synonym
191,junco,junco is a translation of junco.,1,junco,Synonym
192,junco,junco is a translation of junco.,1,junco,Synonym
193,bulbul,bulbuli is a translation of bulbul.,1,bulbul,Synonym
194,bulbul,pycnonotidae is a translation of bulbul.,1,bulbul,Synonym
195,bulbul,bulbuls is a translation of bulbul.,1,bulbul,Synonym
196,bulbul,merbah is a translation of bulbul.,1,bulbul,Synonym
197,bulbul,bulbul is a translation of bulbul.,1,bulbul,Synonym
198,bulbul,bulbul is a type of nightingale.,1,bulbul,IsA
199,bulbul,Bulbul is a bird.,1,bulbul,IsA
200,jay,gaio is a translation of jay.,1,jay,Synonym
201,jay,ghiandaia is a translation of jay.,1,jay,Synonym
202,jay,gralha is a translation of jay.,1,jay,Synonym
203,jay,gagak Eurasia is a translation of jay.,1,jay,Synonym
204,jay,geai is a translation of jay.,1,jay,Synonym
205,jay,Canada jay is a type of jay.,1,jay,IsA
206,jay,Jay is a synonym of John Jay.,1,jay,Synonym
207,jay,gaig is a translation of jay.,1,jay,Synonym
208,jay,New World jay is a type of jay.,1,jay,IsA
209,jay,jay is a type of corvine bird.,1,jay,IsA
210,jay,Old World jay is a type of jay.,1,jay,IsA
211,jay,jota is a translation of jay.,1,jay,Synonym
212,jay,eskinoso is a translation of jay.,1,jay,Synonym
213,jay,Jay is an air traffic controller.,1,jay,IsA
214,jay,Jay is a bird.,1,jay,IsA
215,jay,just is related to jay.,1,jay,RelatedTo
216,jay,jitterbug is related to jay.,1,jay,RelatedTo
217,jay,join is related to jay.,1,jay,RelatedTo
218,magpie,American magpie is a type of magpie.,1,magpie,IsA
219,magpie,European magpie is a type of magpie.,1,magpie,IsA
220,magpie,urraca is a translation of magpie.,1,magpie,Synonym
221,magpie,garsa is a translation of magpie.,1,magpie,Synonym
222,magpie,murai is a translation of magpie.,1,magpie,Synonym
223,magpie,murai is a translation of magpie.,1,magpie,Synonym
224,magpie,mika is a translation of magpie.,1,magpie,Synonym
225,magpie,harakka is a translation of magpie.,1,magpie,Synonym
226,magpie,gazza is a translation of magpie.,1,magpie,Synonym
227,magpie,cecca is a translation of magpie.,1,magpie,Synonym
228,magpie,gralha is a translation of magpie.,1,magpie,Synonym
229,magpie,pie is a translation of magpie.,1,magpie,Synonym
230,magpie,pie is a translation of magpie.,1,magpie,Synonym
231,magpie,garsa is a translation of magpie.,1,magpie,Synonym
232,magpie,burung murai is a translation of magpie.,1,magpie,Synonym
233,magpie,magpie is a synonym of chatterer.,1,magpie,Synonym
234,magpie,magpie is a type of hoarder.,1,magpie,IsA
235,magpie,pack rat is a synonym of magpie.,1,magpie,Synonym
236,magpie,burung murai is a translation of magpie.,1,magpie,Synonym
237,magpie,magpie is a type of corvine bird.,1,magpie,IsA
238,magpie,scavenger is a synonym of magpie.,1,magpie,Synonym
239,magpie,pega is a translation of magpie.,1,magpie,Synonym
240,magpie,berta is a translation of magpie.,1,magpie,Synonym
241,magpie,Magpie is a bird.,1,magpie,IsA
242,chickadee,Chickadee is a bird.,1,chickadee,IsA
243,chickadee,tiainen is a translation of chickadee.,1,chickadee,Synonym
244,chickadee,chickadee is a type of titmouse.,1,chickadee,IsA
245,chickadee,Carolina chickadee is a type of chickadee.,1,chickadee,IsA
246,chickadee,The Maine state bird is the chickadee.,1,chickadee,DefinedAs
247,chickadee,The Massachusetts state bird is the chickadee.,1,chickadee,DefinedAs
248,kite (bird of prey),nest is related to bird.,1,bird,RelatedTo
249,kite (bird of prey),chicken is related to bird.,1,bird,RelatedTo
250,kite (bird of prey),bird is related to animal.,1,bird,RelatedTo
251,kite (bird of prey),duck is related to bird.,1,bird,RelatedTo
252,kite (bird of prey),chick is related to bird.,1,bird,RelatedTo
253,kite (bird of prey),canary is related to bird.,1,bird,RelatedTo
254,kite (bird of prey),bird is related to flying.,1,bird,RelatedTo
255,kite (bird of prey),An activity a bird can do is sing.,1,bird,CapableOf
256,kite (bird of prey),A finch is a type of bird.,1,bird,IsA
257,kite (bird of prey),A robin is a kind of bird.,1,bird,IsA
258,kite (bird of prey),An ostrich is a kind of bird.,1,bird,IsA
259,kite (bird of prey),A parakeet is a kind of bird.,1,bird,IsA
260,kite (bird of prey),a swan is a bird.,1,bird,IsA
261,kite (bird of prey),You are likely to find a feather in bird.,1,bird,AtLocation
262,kite (bird of prey),bird is related to wings.,1,bird,RelatedTo
263,kite (bird of prey),egg is related to bird.,1,bird,RelatedTo
264,kite (bird of prey),crow is a bird.,1,bird,IsA
265,kite (bird of prey),You are likely to find a bird in a tree.,1,bird,AtLocation
266,kite (bird of prey),A pheasant is a kind of bird.,1,bird,IsA
267,kite (bird of prey),owl is related to bird.,1,bird,RelatedTo
268,kite (bird of prey),bird is related to flying animal.,1,bird,RelatedTo
269,kite (bird of prey),a puffin is a bird.,1,bird,IsA
270,kite (bird of prey),a falcon is a bird.,1,bird,IsA
271,kite (bird of prey),You are likely to find a bird in the sky.,1,bird,AtLocation
272,kite (bird of prey),a bird wants to fly.,1,bird,Desires
273,kite (bird of prey),A pelican is a kind of bird.,1,bird,IsA
274,kite (bird of prey),A hawk is a bird.,1,bird,IsA
275,kite (bird of prey),A goose is a bird.,1,bird,IsA
276,kite (bird of prey),You are likely to find a bird in a nest.,1,bird,AtLocation
277,kite (bird of prey),The nightingale is a bird.,1,bird,IsA
278,kite (bird of prey),An oriole is a bird.,1,bird,IsA
279,kite (bird of prey),bird is related to creature.,1,bird,RelatedTo
280,kite (bird of prey),bird is related to feathers.,1,bird,RelatedTo
281,kite (bird of prey),quail is related to bird.,1,bird,RelatedTo
282,kite (bird of prey),bird is related to feathered.,1,bird,RelatedTo
283,kite (bird of prey),A bird can spread the wings.,1,bird,CapableOf
284,kite (bird of prey),A peacock is a kind of bird.,1,bird,IsA
285,kite (bird of prey),Auk is a bird.,1,bird,IsA
286,kite (bird of prey),Gull is a bird.,1,bird,IsA
287,kite (bird of prey),A quail is a kind of bird.,1,bird,IsA
288,kite (bird of prey),A flamingo is a kind of bird.,1,bird,IsA
289,kite (bird of prey),A bird has two legs.,1,bird,HasA
290,kite (bird of prey),bat is related to bird.,1,bird,RelatedTo
291,kite (bird of prey),pigeon is related to bird.,1,bird,RelatedTo
292,kite (bird of prey),bird is related to nest.,1,bird,RelatedTo
293,kite (bird of prey),bird is related to winged.,1,bird,RelatedTo
294,kite (bird of prey),dove is related to bird.,1,bird,RelatedTo
295,kite (bird of prey),bird is related to avian.,1,bird,RelatedTo
296,kite (bird of prey),bird is related to beak.,1,bird,RelatedTo
297,kite (bird of prey),fly is related to bird.,1,bird,RelatedTo
298,kite (bird of prey),An activity a bird can do is build a nest.,1,bird,CapableOf
299,kite (bird of prey),An activity a bird can do is chirp.,1,bird,CapableOf
300,kite (bird of prey),A wren is a kind of bird.,1,bird,IsA
301,kite (bird of prey),A bird can be a pet.,1,bird,CapableOf
302,kite (bird of prey),a rook is a type of bird.,1,bird,IsA
303,kite (bird of prey),A tern is a kind of bird.,1,bird,IsA
304,kite (bird of prey),A lark is a kind of bird.,1,bird,IsA
305,kite (bird of prey),a bird can fly high.,1,bird,CapableOf
306,kite (bird of prey),A starling is a kind of bird.,1,bird,IsA
307,kite (bird of prey),Cardinal is a bird.,1,bird,IsA
308,kite (bird of prey),Toucan is a bird.,1,bird,IsA
309,kite (bird of prey),bird can fly.,1,bird,CapableOf
310,kite (bird of prey),Partridge is a bird.,1,bird,IsA
311,kite (bird of prey),A bald eagle is a kind of bird.,1,bird,IsA
312,kite (bird of prey),Chickadee is a bird.,1,bird,IsA
313,kite (bird of prey),a bird is used for watching.,1,bird,UsedFor
314,kite (bird of prey),A blackbird is a kind of bird.,1,bird,IsA
315,kite (bird of prey),A bird has wings.,1,bird,HasA
316,kite (bird of prey),A bird can sing a song.,1,bird,CapableOf
317,kite (bird of prey),Somewhere a bird can be is in a cage.,1,bird,AtLocation
318,kite (bird of prey),A kingfisher is a kind of bird.,1,bird,IsA
319,kite (bird of prey),a bird has two wings.,1,bird,HasA
320,kite (bird of prey),crow is related to bird.,1,bird,RelatedTo
321,kite (bird of prey),wren is related to bird.,1,bird,RelatedTo
322,kite (bird of prey),sparrow is related to bird.,1,bird,RelatedTo
323,kite (bird of prey),bird is related to sky.,1,bird,RelatedTo
324,kite (bird of prey),cock is a type of bird.,1,bird,IsA
325,kite (bird of prey),volativo is a translation of bird.,1,bird,Synonym
326,kite (bird of prey),unggas is a translation of bird.,1,bird,Synonym
327,kite (bird of prey),archaeopteryx is a type of bird.,1,bird,IsA
328,kite (bird of prey),bird of passage is a type of bird.,1,bird,IsA
329,kite (bird of prey),bird of prey is a type of bird.,1,bird,IsA
330,kite (bird of prey),Albatross is a bird.,1,bird,IsA
331,kite (bird of prey),birdwatch is a synonym of bird.,1,bird,Synonym
332,kite (bird of prey),passerine is a type of bird.,1,bird,IsA
333,kite (bird of prey),unggas is a translation of bird.,1,bird,Synonym
334,kite (bird of prey),bird is a synonym of shuttlecock.,1,bird,Synonym
335,kite (bird of prey),fugl is a translation of bird.,1,bird,Synonym
336,kite (bird of prey),The woodpecker is a bird.,1,bird,IsA
337,kite (bird of prey),feather is a part of bird.,1,bird,PartOf
338,kite (bird of prey),beak is a part of bird.,1,bird,PartOf
339,kite (bird of prey),ave is a translation of bird.,1,bird,Synonym
340,kite (bird of prey),au is a translation of bird.,1,bird,Synonym
341,kite (bird of prey),burung is a translation of bird.,1,bird,Synonym
342,kite (bird of prey),bird is a part of bird.,1,bird,PartOf
343,kite (bird of prey),pipfugl is a translation of bird.,1,bird,Synonym
344,kite (bird of prey),bird is a type of meat.,1,bird,IsA
345,kite (bird of prey),syrinx is a part of bird.,1,bird,PartOf
346,kite (bird of prey),Sinornis is a type of bird.,1,bird,IsA
347,kite (bird of prey),burung is a translation of bird.,1,bird,Synonym
348,kite (bird of prey),bird is a synonym of boo.,1,bird,Synonym
349,kite (bird of prey),hegazti is a translation of bird.,1,bird,Synonym
350,kite (bird of prey),bird is a synonym of dame.,1,bird,Synonym
351,kite (bird of prey),ratite is a type of bird.,1,bird,IsA
352,kite (bird of prey),cuculiform bird is a type of bird.,1,bird,IsA
353,kite (bird of prey),air sac is a part of bird.,1,bird,PartOf
354,kite (bird of prey),burung is a translation of bird.,1,bird,Synonym
355,kite (bird of prey),wildfowl is a type of bird.,1,bird,IsA
356,kite (bird of prey),hindquarters is a part of bird.,1,bird,PartOf
357,kite (bird of prey),ayam is a translation of bird.,1,bird,Synonym
358,kite (bird of prey),Vulture is a bird.,1,bird,IsA
359,kite (bird of prey),furcula is a part of bird.,1,bird,PartOf
360,kite (bird of prey),Roadrunner is a bird.,1,bird,IsA
361,kite (bird of prey),riistalintu is a translation of bird.,1,bird,Synonym
362,kite (bird of prey),uropygial gland is a part of bird.,1,bird,PartOf
363,kite (bird of prey),oiseau is a translation of bird.,1,bird,Synonym
364,kite (bird of prey),A cassowary is a bird.,1,bird,IsA
365,kite (bird of prey),katsella lintuja is a translation of bird.,1,bird,Synonym
366,kite (bird of prey),caprimulgiform bird is a type of bird.,1,bird,IsA
367,kite (bird of prey),night bird is a type of bird.,1,bird,IsA
368,kite (bird of prey),lintu is a translation of bird.,1,bird,Synonym
369,kite (bird of prey),dark meat is a part of bird.,1,bird,PartOf
370,kite (bird of prey),nester is a type of bird.,1,bird,IsA
371,kite (bird of prey),gallinaceous bird is a type of bird.,1,bird,IsA
372,kite (bird of prey),aviram is a translation of bird.,1,bird,Synonym
373,kite (bird of prey),oiseau is a translation of bird.,1,bird,Synonym
374,kite (bird of prey),hegazti is a translation of bird.,1,bird,Synonym
375,kite (bird of prey),galloanserae is a translation of bird.,1,bird,Synonym
376,kite (bird of prey),zogj is a translation of bird.,1,bird,Synonym
377,kite (bird of prey),volatile is a translation of bird.,1,bird,Synonym
378,kite (bird of prey),pennon is a part of bird.,1,bird,PartOf
379,kite (bird of prey),fugl is a translation of bird.,1,bird,Synonym
380,kite (bird of prey),wishbone is a part of bird.,1,bird,PartOf
381,kite (bird of prey),bongata lintuja is a translation of bird.,1,bird,Synonym
382,kite (bird of prey),drumstick is a part of bird.,1,bird,PartOf
383,kite (bird of prey),txori is a translation of bird.,1,bird,Synonym
384,kite (bird of prey),apodiform bird is a type of bird.,1,bird,IsA
385,kite (bird of prey),uropygium is a part of bird.,1,bird,PartOf
386,kite (bird of prey),second joint is a part of bird.,1,bird,PartOf
387,kite (bird of prey),carinate is a type of bird.,1,bird,IsA
388,kite (bird of prey),fowl is a synonym of bird.,1,bird,Synonym
389,kite (bird of prey),Quetzal is a bird.,1,bird,IsA
390,kite (bird of prey),bird is a way to observe.,1,bird,MannerOf
391,kite (bird of prey),hen is a type of bird.,1,bird,IsA
392,kite (bird of prey),trogon is a type of bird.,1,bird,IsA
393,kite (bird of prey),A bird can land on a branch.,1,bird,CapableOf
394,kite (bird of prey),burung is a translation of bird.,1,bird,Synonym
395,kite (bird of prey),daging ayam is a translation of bird.,1,bird,Synonym
396,kite (bird of prey),hummingbird is a bird.,1,bird,IsA
397,kite (bird of prey),volatio is a translation of bird.,1,bird,Synonym
398,kite (bird of prey),siipikarja is a translation of bird.,1,bird,Synonym
399,kite (bird of prey),ave is a translation of bird.,1,bird,Synonym
400,kite (bird of prey),bird is a type of vertebrate.,1,bird,IsA
401,kite (bird of prey),dickeybird is a type of bird.,1,bird,IsA
402,kite (bird of prey),daging ayam is a translation of bird.,1,bird,Synonym
403,kite (bird of prey),oyster is a part of bird.,1,bird,PartOf
404,kite (bird of prey),You are likely to find a bird in the air.,1,bird,AtLocation
405,kite (bird of prey),poultry is a type of bird.,1,bird,IsA
406,kite (bird of prey),The dove is a bird.,1,bird,IsA
407,kite (bird of prey),piphans is a translation of bird.,1,bird,Synonym
408,kite (bird of prey),piciform bird is a type of bird.,1,bird,IsA
409,kite (bird of prey),protoavis is a type of bird.,1,bird,IsA
410,kite (bird of prey),ocell is a translation of bird.,1,bird,Synonym
411,kite (bird of prey),coraciiform bird is a type of bird.,1,bird,IsA
412,kite (bird of prey),nonpasserine bird is a type of bird.,1,bird,IsA
413,kite (bird of prey),archaeornis is a type of bird.,1,bird,IsA
414,kite (bird of prey),a bird is used for laying eggs.,1,bird,UsedFor
415,kite (bird of prey),giblet is a part of bird.,1,bird,PartOf
416,kite (bird of prey),a bird can learn to fly.,1,bird,CapableOf
417,kite (bird of prey),lintu is a translation of bird.,1,bird,Synonym
418,kite (bird of prey),twitterer is a type of bird.,1,bird,IsA
419,kite (bird of prey),wing is a part of bird.,1,bird,PartOf
420,kite (bird of prey),ave is a translation of bird.,1,bird,Synonym
421,kite (bird of prey),volaille is a translation of bird.,1,bird,Synonym
422,kite (bird of prey),oiseau is a translation of bird.,1,bird,Synonym
423,kite (bird of prey),pennuto is a translation of bird.,1,bird,Synonym
424,kite (bird of prey),uccello is a translation of bird.,1,bird,Synonym
425,kite (bird of prey),aves is a translation of bird.,1,bird,Synonym
426,kite (bird of prey),parrot is a type of bird.,1,bird,IsA
427,kite (bird of prey),bird can head south.,1,bird,CapableOf
428,kite (bird of prey),a bird can prepare a nest.,1,bird,CapableOf
429,kite (bird of prey),ayam is a translation of bird.,1,bird,Synonym
430,kite (bird of prey),aquatic bird is a type of bird.,1,bird,IsA
431,kite (bird of prey),wing is a part of bird.,1,bird,PartOf
432,kite (bird of prey),bird is related to nests.,1,bird,RelatedTo
433,kite (bird of prey),hawk is related to bird.,1,bird,RelatedTo
434,kite (bird of prey),stork is related to bird.,1,bird,RelatedTo
435,kite (bird of prey),bird is related to flying creature.,1,bird,RelatedTo
436,kite (bird of prey),bird is related to robin.,1,bird,RelatedTo
437,kite (bird of prey),bird is related to air.,1,bird,RelatedTo
438,kite (bird of prey),bird is related to winged animal.,1,bird,RelatedTo
439,kite (bird of prey),bird is related to fowl.,1,bird,RelatedTo
440,kite (bird of prey),bird is related to flyer.,1,bird,RelatedTo
441,kite (bird of prey),bird is related to mammal.,1,bird,RelatedTo
442,kite (bird of prey),bird is related to flies.,1,bird,RelatedTo
443,kite (bird of prey),wing is related to bird.,1,bird,RelatedTo
