,word,sent,order,search_word,relation
130,Boxer,slugger is a type of boxer.,2,boxer,IsA
131,Boxer,pugilisti is a translation of boxer.,2,boxer,Synonym
132,Boxer,boxer is a type of working dog.,2,boxer,IsA
133,Boxer,flyweight is a type of boxer.,2,boxer,IsA
134,Boxer,sparring partner is a type of boxer.,2,boxer,IsA
135,Boxer,junior welterweight is a type of boxer.,2,boxer,IsA
136,Boxer,light welterweight is a type of boxer.,2,boxer,IsA
137,Boxer,ahli tinju is a translation of boxer.,2,boxer,Synonym
138,Boxer,Boxer is a translation of Boxer.,2,boxer,Synonym
139,Boxer,boxejador is a translation of boxer.,2,boxer,Synonym
140,Boxer,bantamweight is a type of boxer.,2,boxer,IsA
141,Boxer,light heavyweight is a type of boxer.,2,boxer,IsA
142,Boxer,pugilista is a translation of boxer.,2,boxer,Synonym
143,Boxer,A boxer can train for a fight.,2,boxer,CapableOf
144,Boxer,super heavyweight is a type of boxer.,2,boxer,IsA
145,Boxer,puncher is a type of boxer.,2,boxer,IsA
146,Boxer,boxer is a synonym of packer.,2,boxer,Synonym
147,Boxer,boxeolari is a translation of boxer.,2,boxer,Synonym
148,Boxer,boxeur is a translation of boxer.,2,boxer,Synonym
149,Boxer,heavyweight is a type of boxer.,2,boxer,IsA
150,Boxer,boxeador is a translation of boxer.,2,boxer,Synonym
151,Boxer,lightweight is a type of boxer.,2,boxer,IsA
152,Boxer,boxer is a translation of boxer.,2,boxer,Synonym
153,Boxer,pugilista is a translation of boxer.,2,boxer,Synonym
154,Boxer,boxer is a type of combatant.,2,boxer,IsA
155,Boxer,boksari is a translation of Boxer.,2,boxer,Synonym
156,Boxer,junior lightweight is a type of boxer.,2,boxer,IsA
157,Boxer,boxeador is a translation of boxer.,2,boxer,Synonym
158,Boxer,prizefighter is a type of boxer.,2,boxer,IsA
159,Boxer,welterweight is a type of boxer.,2,boxer,IsA
160,Boxer,bokser is a translation of boxer.,2,boxer,Synonym
161,Boxer,pugilatore is a translation of boxer.,2,boxer,Synonym
162,Boxer,featherweight is a type of boxer.,2,boxer,IsA
163,Boxer,pugile is a translation of boxer.,2,boxer,Synonym
164,Boxer,stumblebum is a type of boxer.,2,boxer,IsA
165,Boxer,junior featherweight is a type of boxer.,2,boxer,IsA
166,Boxer,pugilist is a synonym of boxer.,2,boxer,Synonym
167,Boxer,bokseri is a translation of boxer.,2,boxer,Synonym
168,Boxer,ahli tinju is a translation of boxer.,2,boxer,Synonym
169,Boxer,petinju is a translation of boxer.,2,boxer,Synonym
170,Boxer,boxer is a translation of boxer.,2,boxer,Synonym
171,Boxer,light flyweight is a type of boxer.,2,boxer,IsA
172,Boxer,boxer is a translation of boxer.,2,boxer,Synonym
173,Boxer,pugilista is a translation of boxer.,2,boxer,Synonym
174,Boxer,An activity a boxer can do is punch.,2,boxer,CapableOf
175,Boxer,The boxer can throw the match.,2,boxer,CapableOf
176,Boxer,a boxer can box another boxer.,2,boxer,CapableOf
177,Boxer,A boxer can be passing out.,2,boxer,CapableOf
178,Boxer,A boxer can pull his punches.,2,boxer,CapableOf
179,Boxer,a boxer can fight for a title.,2,boxer,CapableOf
180,Boxer,A boxer can fight another boxer.,2,boxer,CapableOf
181,Boxer,A boxer can train to get in the ring.,2,boxer,CapableOf
182,Boxer,a boxer can fight a boxer.,2,boxer,CapableOf
183,Boxer,a boxer can best an opponent.,2,boxer,CapableOf
184,Boxer,A boxer can box your ears.,2,boxer,CapableOf
185,Boxer,A boxer can box another.,2,boxer,CapableOf
186,Boxer,a boxer can deal a punch to the opponent.,2,boxer,CapableOf
187,Boxer,pugilist is related to boxer.,2,boxer,RelatedTo
188,Boxer,bulldog is related to boxer.,2,boxer,RelatedTo
189,Dalmatian,dalmatien is a translation of Dalmatian.,2,dalmatian,Synonym
190,Dalmatian,dalmate is a translation of Dalmatian.,2,dalmatian,Synonym
191,Dalmatian,coach dog is a synonym of dalmatian.,2,dalmatian,Synonym
192,Dalmatian,dalmate is a translation of Dalmatian.,2,dalmatian,Synonym
193,Dalmatian,dalmatiankoira is a translation of dalmatian.,2,dalmatian,Synonym
194,Dalmatian,dalmata is a translation of Dalmatian.,2,dalmatian,Synonym
195,Dalmatian,Dalmatian is a type of European.,2,dalmatian,IsA
196,Dalmatian,dalmatien is a translation of dalmatian.,2,dalmatian,Synonym
197,Dalmatian,dalmatien is a translation of Dalmatian.,2,dalmatian,Synonym
198,Dalmatian,dalmaziar txakur is a translation of dalmatian.,2,dalmatian,Synonym
199,Dalmatian,dalmatian is a type of dog.,2,dalmatian,IsA
200,Dalmatian,Dalmatian is a translation of Dalmatian.,2,dalmatian,Synonym
201,Dalmatian,dalmaatti is a translation of Dalmatian.,2,dalmatian,Synonym
202,Dalmatian,carriage dog is a synonym of dalmatian.,2,dalmatian,Synonym
203,Dalmatian,dalmata is a translation of dalmatian.,2,dalmatian,Synonym
204,Dalmatian,dalmata is a translation of Dalmatian.,2,dalmatian,Synonym
205,Dalmatian,dalmatienne is a translation of Dalmatian.,2,dalmatian,Synonym
206,Dalmatian,The dalmatian is a white dog.,2,dalmatian,IsA
207,Affenpinscher,monkey dog is a synonym of affenpinscher.,2,affenpinscher,Synonym
208,Affenpinscher,monkey pinscher is a synonym of affenpinscher.,2,affenpinscher,Synonym
209,Affenpinscher,affenpinscher is a translation of affenpinscher.,2,affenpinscher,Synonym
210,Affenpinscher,affenpinscher is a translation of affenpinscher.,2,affenpinscher,Synonym
211,Affenpinscher,apinapinseri is a translation of affenpinscher.,2,affenpinscher,Synonym
212,Affenpinscher,affenpinscher is a type of pinscher.,2,affenpinscher,IsA
213,Affenpinscher,affenpinscher is a translation of affenpinscher.,2,affenpinscher,Synonym
214,Affenpinscher,affenpinscher is a translation of affenpinscher.,2,affenpinscher,Synonym
215,Affenpinscher,affenpinseri is a translation of affenpinscher.,2,affenpinscher,Synonym
216,Basenji,basenji is a translation of basenji.,2,basenji,Synonym
217,Basenji,basenji is a translation of basenji.,2,basenji,Synonym
218,Basenji,basenji is a translation of basenji.,2,basenji,Synonym
219,Basenji,basenji is a translation of basenji.,2,basenji,Synonym
220,Basenji,basenji is a translation of basenji.,2,basenji,Synonym
221,Basenji,basenji is a translation of basenji.,2,basenji,Synonym
222,Basenji,cane del Congo is a translation of basenji.,2,basenji,Synonym
223,Basenji,basenji is a type of dog.,2,basenji,IsA
224,Basenji,Basenji is a translation of basenji.,2,basenji,Synonym
225,Samoyed,samoied is a translation of Samoyed.,2,samoyed,Synonym
226,Samoyed,Samoyede is a synonym of Samoyed.,2,samoyed,Synonym
227,Samoyed,Samoyed is a type of Russian.,2,samoyed,IsA
228,Samoyed,Samoyed is a type of spitz.,2,samoyed,IsA
229,Samoyed,samoiedo is a translation of Samoyed.,2,samoyed,Synonym
230,Samoyed,Samoyed is a synonym of Samoyedic.,2,samoyed,Synonym
231,Samoyed,samojedi is a translation of Samoyed.,2,samoyed,Synonym
232,Samoyed,samojedi is a translation of Samoyed.,2,samoyed,Synonym
233,Pomeranian,Pomerania is a translation of Pomeranian.,2,pomeranian,Synonym
234,Pomeranian,Pomeranian is a type of spitz.,2,pomeranian,IsA
235,Pomeranian,Pomeranian is a translation of Pomeranian.,2,pomeranian,Synonym
236,Keeshond,keeshond is a translation of keeshond.,2,keeshond,Synonym
237,Keeshond,keeshond is a translation of keeshond.,2,keeshond,Synonym
238,Keeshond,keeshond is a type of spitz.,2,keeshond,IsA
239,Keeshond,keeshond is a translation of keeshond.,2,keeshond,Synonym
240,iPod,a person wants an iPod.,2,ipod,Desires
241,iPod,video iPod is a type of iPod.,2,ipod,IsA
242,iPod,ipod is a translation of iPod.,2,ipod,Synonym
243,iPod,ipod is a translation of iPod.,2,ipod,Synonym
244,iPod,iPod is a type of stereo.,2,ipod,IsA
245,iPod,iPod is a translation of iPod.,2,ipod,Synonym
246,iPod,iPod is a translation of iPod.,2,ipod,Synonym
247,iPod,An iPod is a kind of electronic.,2,ipod,IsA
248,iPod,An ipod is for listening to music.,2,ipod,UsedFor
249,iPod,an ipod is small.,2,ipod,HasProperty
250,Pickelhaube,pickelhaube is a type of helmet.,2,pickelhaube,IsA
251,Pickelhaube,pickelhaube is a translation of pickelhaube.,2,pickelhaube,Synonym
252,Pickelhaube,casc de punta is a translation of pickelhaube.,2,pickelhaube,Synonym
